,University,Country,Street Address,Locality,Postal Code,Region
1886, Dharmsinh Desai University,in ,"PO Box 35, College Road near Vania Vad Circle",Nadiad,387 001,Gujarat
1887, Dhirubhai Ambani Institute of Information and Communication Technology,in ,Near Indroda Circle,Gandhinagar,382 007,Gujarat
1888, Dhofar University,om ,PO Box 2509,Salalah,211,Dhofar
1889, Dhonburi Rajabhat University,th ,172 Isaraparb Road,Bangkok,10600,Bangkok
1890, Dhurakij Pundit University,th ,110/1-4 Prachachuen Road,Bangkok,10210,Bangkok
1891, Diakonia ammattikorkeakoulu,fi ,Maistraatinportti 2A,Helsinki,00510,Uusimaa
1892, Diamond Harbour Women's University,in ,Diamond Harbour Road,Sarisha,,West Bengal
1893, Dibrugarh University,in ,,Dibrugarh,786 004,Assam
1894, Dickinson College,us ,College and Louther Streets,Carlisle,17013-2896,Pennsylvania
1895, Dickinson State University,us ,291 Campus Drive,Dickinson,58601-4896,North Dakota
1896, Dicle Üniversitesi,tr ,Kitilbil Mahallesi Sur,Diyarbakir,21280,Diyarbakir
1897, Digital Hollywood University,jp ,"3F Ochanomizu Sola City Academia, 4-6 Kanda Surugadai, Chiyoda-ku",Tokyo,101-0062,Tokyo
1898, Dili Institute of Technology,tp ,Rua DIT Ai-Mutin,Dili,55718,Dili
1899, Dilla University,et ,PO Box 419,Dilla,,SNNPR
1900, Dillard University,us ,2601 Gentilly Boulevard,New,70122,Louisiana
1901, Diplomatic Academy of the Ministry of Foreign Affairs of the Kyrgyz Republic,kg ,36 Prospect Erkindik,Bishkek,720044,Bishkek
1902, Diplomatische Akademie Wien,at ,Favoritenstrasse 15a,Vienna,1040,Vienna
1903, Dire Dawa University,et ,PO Box 1362,Dire,,Dire Dawa
1904, DIT University,in ,"Mussoorie Diversion Road, Makkawala PO Bhagwantpur",Dehradun,,Uttarakhand
1905, Divine Word University,pg ,PO Box 483,Madang,,Madang
1906, Dixie State University,us ,225 S 700 E,St.,84770-3876,Utah
1907, DMI-St. Eugene University,zm ,"Plot No 3540, Nyatwa Road, Woodlands, PO Box 320225",Lusaka,,Lusaka
1908, Dnepropetrovsk State University of Internal Affairs,ua ,"Gagarina Avenue, 26",Dnipropetrovsk,49005,Dnipropetrovsk Oblast
1909, Dniprodzerzhynsk State Technical University,ua ,"Dneprostroevska Street, 2",Dniprodzerzhynsk,51918,Dnipropetrovsk Oblast
1910, Dnipropetrovsk National University,ua ,"Gagarina Avenue, 72",Dnipropetrovsk,49010,Dnipropetrovsk Oblast
1911, Dnipropetrovsk National University of Railway Transport,ua ,"Lazaryan Street, 2",Dnipropetrovsk,49010,Dnipropetrovsk Oblast
1912, Dnipropetrovsk State Agrarian and Economic University,ua ,"Voroshilova Street, 25",Dnipropetrovsk,49000,Dnipropetrovsk Oblast
1913, Dnipropetrovsk State Medical Academy,ua ,"Dzerzhinsky Street, 9",Dnipropetrovsk,49044,Dnipropetrovsk Oblast
1914, Doane University,us ,1014 Boswell Avenue,Crete,68333,Nebraska
1915, DOBA Fakultet,si ,Preernova ulica 1,Maribor,2000,Styria
1916, Dogu Akdeniz Üniversitesi,cy ,"DAU, Salamis Yolu",Famagusta,,Northern Cyprus
1917, Dogus Üniversitesi,tr ,"Dogus Üniversitesi Zeamet sk., Kadiköy",Istanbul,34722,Istanbul
1918, Doha Institute for Graduate Studies,qa ,"Al Tarfa Street, Zone 70; PO Box 200592",Al-Daayen,,
1919, Doho University,jp ,"7-1 Inabaji-cho, Nakamura-ku",Nagoya,453-8540,Aichi
1920, Dohto University,jp ,149 Nakanosawa,Kitahiroshima,061-1196,Hokkaido
1921, Dokkyo Medical University,jp ,880 Kitakobayashi,Tochigi,321-0293,Tochigi
1922, Dokkyo University,jp ,1-1 Gakuen-cho,Soka,340-0042,Saitama
1923, Dokuz Eylül Üniversitesi,tr ,"Cumhuriyet Bulvari No:144, Alsancak, Konak",Izmir,35210,Izmir
1924, Dominican College,us ,470 Western Highway,Orangeburg,10962-1210,New York
1925, Dominican School of Philosophy & Theology,us ,2301 Vine Street,Berkeley,94708-1816,California
1926, Dominican University,us ,7900 W Division Street,River,60305,Illinois
1927, Dominican University of California,us ,50 Acacia Avenue,San,94901-2298,California
1928," Dominican University, Ibadan",ng ,"Plot 10A Educational Layout, Samonda; P.M.B. 5361",Ibadan,200213,Oyo
1929, Dominion University College,gh ,"Off Tetteh Quashie Interchange, Spintex Road",Accra,,Greater Accra
1930, Don Bosco Technical College,ph ,"736, General Kalentong Street",Mandaluyong,1550,National Capital Region
1931, Don Honorio Ventura Technological State University,ph ,,Bacolor,,Central Luzon
1932, Don Mariano Marcos Memorial State University,ph ,Sapilang-North La Union-Main Campus,Bacnotan,2515,Ilocos Region
1933, Don State Technical University,ru ,"Gagarin Square, 1",Rostov-on-Don,344000,Rostov Region
1934, Don State University of Agriculture,ru ,Pos. Persjanovka Oktjabrski,Persianovsky,346493,Rostov Oblast
1935, Donau-Universität Krems,at ,Dr. Karl-Dorrek-Strasse 30,Krems,3500,Lower Austria
1936, Donbas National Academy of Civil Engineering and Architecture,ua ,"Lazo Street, 14",Kramatorsk,84333,Donetsk Oblast
1937, Donbass State Pedagogical University,ua ,"General Batiouk Street, 19",Slavyansk,84116,Donetsk Oblast
1938, Donbass State Technical University,ua ,"Peremogy Street, 84",Lisichansk,93100,Luhansk Oblast
1939, Donetsk National Medical University,ua ,27 Railway Station,Lyman,84404,Donetsk Oblast
1940, Donetsk National Technical University,ua ,"2, Shybankova Square",Pokrovsk,85300,Donetsk Oblast
1941, Donetsk National University,ua ,"600-Richya Street, 21",Vinnytsia,21021,Vinnytsia Oblast
1942, Donetsk National University of Economy and Trade,ua ,"Ostrowski Street, 16",Kryvyi,50005,Donetsk Oblast
1943, Donetsk State University of Management,ua ,"Karpinski Street, 58",Mariupol,87535,Donetsk Oblast
1944, Dong Do International University,vn ,"No. 170 Pham Van Dong str., Cau Giay Dist.",Hanoi,,Red River Delta
1945, Dong Nai University of Technology,vn ,"Nguyen Khuyen St., Trang Dai Ward",Bien,,Southeast Region
1946, Dong-A University,kr ,"840 Hadan 2-dong, Saha-gu",Busan,604-714,Busan
1947, Dongbei University of Finance and Economics,cn ,"217 JianShan Street, Shahekou District",Dalian,116025,Liaoning
1948, Dongduk Women's University,kr ,"23-1 Wolgok-dong, Seongbuk-gu",Seoul,136-714,Seoul
1949, Dong-Eui University,kr ,"San 24 Gaya-dong, Busanjin-gu",Busan,614-714,Busan
1950, Dongguan University of Technology,cn ,1 University Avenue,Dongguan,523808,Guangdong
1951, Dongguk University,kr ,"3-26 Pil-dong, Jung-gu",Seoul,100-715,Seoul
1952, Donghua University,cn ,"1882 Yan'an Road (West), Changning District",Shanghai,200051,Shanghai
1953, Dongseo University,kr ,"San 69-1 Jurye2-dong, Sasang-gu",Busan,617-716,Busan
1954, Dongshin University,kr ,252 Daeho-dong,Naju,520-714,South Jeolla
1955, Dongyang University,kr ,1 Gyochon-dong,Punggi,750-711,North Gyeongsang
1956, Donnelly College,us ,608 N 18th Street,Kansas,66102,Kansas
1957, Doon University,in ,"Mothrowala Road, Kedarpur, PO Ajabpur",Dehradun,248 001,Uttarakhand
1958, Dordt College,us ,498 4Th Avenue NE,Sioux,51250-1697,Iowa
1959, Dornod University,mn ,,Choibalsan,,Dornod
1960, Doshisha University,jp ,Imadegawa-dori,Kyoto,602-8580,Kyoto
1961, Doshisha Women's College of Liberal Arts,jp ,Kodo,Kyotanabe,610-0395,Kyoto
1962, Dövlet Idareçilik Akademiyasi,az ,"74, Lermontov str.",Baku,AZ1001,Absheron
1963, DOW University of Health Sciences,pk ,Baba-e-Urdu Road,Saddar,74200,Sindh
1964, Dowling College,us ,150 Idle Hour Boulevard,Oakdale,11769-1999,New York
1965, DPFA Hochschule Sachsen,de ,Breithauptstrasse 3-5,Zwickau,08056,Saxony
1966, Dr K.N. Modi University,in ,"Plot No. INS-1, RIICO Industrial Area Ph-II",Newai,304 021,Rajasthan
1967, Dr. A.P.J Abdul Kalam University,in ,,Indore,,Madhya Pradesh
1968, Dr. A.P.J. Abdul Kalam Technical University,in ,"Sector 11, Jankipuram, Vistar Yojna",Lucknow,226 031,Uttar Pradesh
1969, Dr. B R Ambedkar National Institute of Technology Jalandhar,in ,G T Road Bye-Pass,Jalandhar,144 011,Punjab
1970, Dr. B.R. Ambedkar University,in ,National Highway 5,Etcherla,532 410,Andhra Pradesh
1971, Dr. B.R. Ambedkar University of Social Sciences,in ,Old Agra-Mumbai Road,Indore,453 441,Madhya Pradesh
1972, Dr. Babasaheb Ambedkar Marathwada University,in ,Samarth Nagar,Aurangabad,431 001,Maharashtra
1973, Dr. Babasaheb Ambedkar Technological University,in ,Vidyavihar,Lonere,402 103,Maharashtra
1974, Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth,in ,,Dapoli,415 712,Maharashtra
1975, Dr. Bhimrao Ambedkar University,in ,Paliwal Park,Agra,282 004,Uttar Pradesh
1976, Dr. C.V. Raman University,in ,"Kargi Road, Kota",Bilaspur,495 113,Chhattisgarh
1977, Dr. D.Y. Patil Vidyapeeth,in ,"Sant Tukaram Nagar, Pimpri",Pune,411 018,Maharashtra
1978, Dr. Hari Singh Gour University,in ,"Gour Nagar, Patharia Hills",Sagar,470 003,Madhya Pradesh
1979, Dr. M.G.R. Educational and Research Institute,in ,"Periyar E.V.R. High Road, (National Highway 4) Maduravoyal",Chennai,600 095,Tamil Nadu
1980, Dr. N.T.R. University of Health Sciences,in ,"Ring Road, Gunadala",Vijayawada,520 008,Andhra Pradesh
1981, Dr. Panjabrao Deshmukh Krishi Vidyapeeth,in ,PO Krishi Nagar,Akola,444 104,Maharashtra
1982, Dr. Rajendra Prasad Central Agriculture University,in ,Post Office Pusa,Samastipur,848 125,Bihar
1983, Dr. Ram Manohar Lohia Avadh University,in ,"Hawai Patti, Allahabad Road",Faizabad,224 001,Uttar Pradesh
1984, Dr. Ram Manohar Lohiya National Law University,in ,"Sector D, Kanpur Road Scheme",Lucknow,226 012,Uttar Pradesh
1985, Dr. Sarvepalli Radhakrishnan Rajasthan Ayurved University,in ,"Karwad, Nagaur Road",Jodhpur,342 037,Rajasthan
1986, Dr. Shakuntala Misra Rehabilitation University,in ,"Near Buddheshwaran Temple, Mohaan Road",Lucknow,226 017,Uttar Pradesh
1987, Dr. Vishwanath Karad MIT World Peace University,in ,"S.No.124, Paud Road, Kothrud",Pune,411038,Maharashtra
1988, Dr. Y.S. Parmar University of Horticulture and Forestry,in ,,Nauni,173 230,Himachal Pradesh
1989, Dr.Y.S.R. Horticultural University,in ,"PO Box 7, Venkataramannagudem",Tadepalligudem,534 101,Andhra Pradesh
1990, Drake University,us ,2507 University Avenue,Des,50311-4505,Iowa
1991, Dravidian University,in ,Srinivasa Vanam,Kuppam,517 425,Andhra Pradesh
1992, Drew University,us ,36 Madison Avenue,Madison,07940,New Jersey
1993, Drexel University,us ,3141 Chestnut Street,Philadelphia,19104,Pennsylvania
1994, Driestar Hogeschool,nl ,Postbus 368,Gouda,2800 AJ,South Holland
1995, Drohobych State Pedagogical University,ua ,"Franko Street, 24",Drohobych,82100,Luhansk Oblast
1996, Dronning Mauds Minne Høgskole,no ,Thrond Nergaards veg 7,Trondheim,7044,Sor-Trondelag
1997, Drury University,us ,900 N. Benton,Springfield,65802-3791,Missouri
1998, Dravni univerzitet u Novom Pazaru,rs ,Vuka Karadica bb,Novi,36300,Sumadija and Western Serbia
1999, Duale Hochschule Gera-Eisenach,de ,Weg der Freundschaft 4,Gera,07546,Thuringia
2000, Dubai Medical College,ae ,PO Box 20170,Dubai,,Dubai
2001, Dubai Pharmacy College,ae ,PO Box 19099,Dubai,,Dubai
2002, Dublin City University,ie ,Glasnevin,Dublin,,County Dublin
2003, Dublin Institute of Technology,ie ,143-149 Rathmines Road,Dublin,6,County Dublin
2004, Duhok Polytechnic University,iq ,"61 Zakho Road, Mazi Qr",Duhok,1006,Kurdistan
2005, Duke Kunshan University,cn ,8 Duke Avenue,Kunshan,215316,Jiangsu
2006, Duke University,us ,103 Allen Building,Durham,27708,North Carolina
2007, Duksung Women's University,kr ,"419 Ssangmun-dong, Dobong-gu",Seoul,132-714,Seoul
2008, Dumlupinar Üniversitesi,tr ,Merkez Kampüs Tavþanli Yolu 10 km,Kutahya,43100,Kutahya
2009," Dún Laoghaire Institute of Art, Design and Technology",ie ,Kill Avenue,Dún,,County Dublin
2010, Dunaújvárosi Egyetem,hu ,Táncsics M. u. 1/A,Dunaújváros,2400,Fejer
2011, Dundalk Institute of Technology,ie ,Dublin Road,Dundalk,,County Louth
2012, Dunwoody College of Technology,us ,818 Dunwoody Boulevard,Minneapolis,55403-1192,Minnesota
2013, Dunya University of Afghanistan,af ,"Parwan 3, Near To Tahia Maskan Square",Kabul,27000,Kabul
2014, Duquesne University,us ,600 Forbes Avenue,Pittsburgh,15282,Pennsylvania
2015, Durban University of Technology,za ,PO Box 1334,Durban,4000,KwaZulu-Natal
2016, Durham University,gb ,"The Palatine Centre, Stockton Road",Durham,DH1 3LE,North East England
2017, DUW Institut für Weiterbildung,de ,Katharinenstrasse 17-18,Berlin,10711,Berlin
2018, Duy Tan University,vn ,21 Nguyen Van Linh Str,Da,,South Central Coast
2019, Düzce Üniversitesi,tr ,Düzce Üniversitesi Rektörlügü Konuralp Yerleskesi,Düzce,81620,Düzce
2020, D'Youville College,us ,320 Porter Avenue,Buffalo,14201-1084,New York
2021, Earlham College,us ,801 National Road W,Richmond,47374-4095,Indiana
2022, East Africa Star University,bi ,PO Box 2773,Bujumbura,,Bujumbura Mairie
2023, East African University Rwanda,rw ,PO Box 179,Nyagatare,,Eastern Province
2024, East Carolina University,us ,East 5Th Street,Greenville,27858-4353,North Carolina
2025, East Central University,us ,1100 E 14th Street,Ada,74820-6899,Oklahoma
2026, East China Jiaotong University,cn ,"Huadong Road, Qingshanhu District",Nanchang,330013,Jiangxi
2027, East China Normal University,cn ,"3663 Zhongshan North Road, Putuo District",Shanghai,200062,Shanghai
2028, East China University of Political Science and Law,cn ,,Shanghai,,Shanghai
2029, East China University of Science and Technology,cn ,"130 Meilong Road, Xuhui District",Shanghai,200237,Shanghai
2030, East China University of Technology,cn ,,Fuzhou,,Jiangxi
2031, East Delta University,bd ,"1267/A Goshaildanga, Agrabad",Chittagong,4100,Chittagong
2032, East European University,ua ,16 Nechuy-Levitsky Street,Cherkasy,18036,Cherkasy Oblast
2033," East European University, Georgia",ge ,4 Shatili Street,Tbilisi,,Tbilisi
2034, East Georgia State College,us ,131 College Circle,Swainsboro,30401,Georgia
2035, East Stroudsburg University,us ,200 Prospect Street,East,18301-2999,Pennsylvania
2036, East Tennessee State University,us ,1276 Gilbreath Drive,Johnson,37614-0000,Tennessee
2037, East Texas Baptist University,us ,One Tiger Drive,Marshall,75670-1498,Texas
2038, East Timor Coffee Institute,tp ,,Gleno,,Ermera
2039, East Timor Institute of Business,tp ,Praia dos Coqueiros,Dili,,Dili
2040, East Ukrainian National University,ua ,"Sovetskiy Avenue, 59",Luhansk,93400,Luhansk Oblast
2041, East University of Heilongjiang,cn ,"331 Xuefu Road, Nangang District",Harbin,150086,Heilongjiang
2042, East West University,bd ,"Plot A/2, Main Road, Jahurul Islam City, Aftabnagar",Dhaka,1212,Dhaka
2043, East Yangon University,mm ,,Thanlyin,11292,Yangon
2044, Eastern Asia University,th ,200 Rangsit-Nakornnayok Road,Rangsit,12110,Pathum Thani
2045, Eastern Connecticut State University,us ,83 Windham Street,Willimantic,06226,Connecticut
2046, Eastern Illinois University,us ,600 Lincoln Avenue,Charleston,61920,Illinois
2047, Eastern Kentucky University,us ,521 Lancaster Avenue,Richmond,40475-3102,Kentucky
2048, Eastern Liaoning University,cn ,,Dandong,,Liaoning
2049, Eastern Mennonite University,us ,1200 Park Road,Harrisonburg,22802-2462,Virginia
2050, Eastern Michigan University,us ,202 Welch Hall,Ypsilanti,48197,Michigan
2051, Eastern Nazarene College,us ,23 E Elm Avenue,Quincy,02170-2999,Massachusetts
2052, Eastern New Mexico University,us ,ENMU Station 2 1500 S Avenue K,Portales,88130,New Mexico
2053, Eastern Oregon University,us ,One University Boulevard,La,97850,Oregon
2054, Eastern Palm University,ng ,,Ogboko,,Imo
2055, Eastern Polytechnic,sl ,,Kenema,,Eastern Province
2056, Eastern Samar State University,ph ,Barangay Maypangdan,Borongan,6800,Eastern Visayas
2057, Eastern University,us ,1300 Eagle Road,St.,19087-3696,Pennsylvania
2058, Eastern University n.a. Mahmud Kashgari-Barskani,kg ,6a Volgogradskaya Str.,Bishkek,,Bishkek
2059, Eastern University of Sri Lanka,lk ,Vantharumoolai,Batticaloa,30350,Eastern Province
2060, Eastern University of Technology,vn ,Highway intersection - Highway 01A,Xuan,,Southeast Region
2061," Eastern University, Bangladesh",bd ,"House#15/2, Road #3, Dhanmondi R/A",Dhaka,1205,Dhaka
2062, Eastern Virginia Medical School,us ,700w. Olney,Norfolk,23507,Virginia
2063, Eastern Visayas State University,ph ,"Salazar Street, Quarry District",Tacloban,6500,Eastern Visayas
2064, Eastern Washington University,us ,526 5Th Street,Cheney,99004-2496,Washington
2065, East-Kazakhstan State Technical University,kz ,"Protozanov str., 69",Ust-Kamenogorsk,070024,East Kazakhstan
2066, East-Kazakhstan State University,kz ,"30-Gvardeiskya divisiya str., 34",Ust-Kamenogorsk,070020,East Kazakhstan
2067, East-Siberian State University of Technology,ru ,ul. Kljuèevskaja 40b,Ulan-Ude,670013,Buryat Republic
2068, East-West University,us ,816 S Michigan Avenue,Chicago,60605,Illinois
2069, EBC Hochschule,de ,Esplanade 6,Hamburg,20354,Hamburg
2070, Ebla Private University,sy ,,Idlib,,Idlib
2071, Ebonyi State University,ng ,Private Mailbox 53,Abakaliki,,Ebonyi
2072, EBS Rahvusvaheline ülikool,ee ,Lauteri 3,Tallinn,10114,Harju County
2073, EBS Universität für Wirtschaft und Recht,de ,Gustav-Stresemann-Ring 3,Wiesbaden,65189,Hesse
2074, EBZ Business School,de ,Springorumallee 20,Bochum,44795,North Rhine-Westphalia
2075, ECAM Lyon,fr ,"40, Montée Saint-Barthélemy",Lyon,69321,Auvergne-Rhone-Alpes
2076, ECAM-EPMI,fr ,13 Boulevard de l'Hautil,Cergy-Pontoise,95092,Ile-de-France
2077, Ecclesia College,us ,9653 Nations Drive,Springdale,72762,Arkansas
2078, ECE Paris École d'Ingénieurs,fr ,37 Quai de Grenelle,Paris,75015,Ile-de-France
2079, Eckerd College,us ,4200 54th Avenue S,St.,33711-4700,Florida
2080, Eckernforde Tanga University,tz ,PO Box 5079,Tanga,,Tanga
2081, École Centrale de Lyon,fr ,"36, Avenue Guy de Collongue",Ecully,69134,Auvergne-Rhone-Alpes
2082, École Centrale de Marseille,fr ,"38, Rue Frédéric Joliot Curie",Marseille,13451,Provence-Alpes-Cote d Azur
2083, École Centrale de Nantes,fr ,1 Rue de la Noë; Boîte Postale 92101,Nantes,44321,Pays de la Loire
2084, Ecole Centrale des Logiciels Libres et des Télécommunications,sn ,"Liberte 6, Villa N. 5463",Dakar,,Dakar
2085, Ecole Centrale Polytechnique Privée de Tunis,tn ,"3, Avenue Mohamed V - Zone industrielle Kheireddine",Le,2015,Tunis
2086, Ecole Centrale Supérieure Privée de Droit et de Gestion,tn ,"66, Avenue Mohamed V",Tunis,1002,Tunis
2087, Ecole Centrale Supérieure Privée de Technologie,tn ,Rue Abou Hamed Al Gazali,Sousse,4000,Sousse
2088," Ecole Centrale Supérieure Privée des Lettres, des Arts et des Sciences de la Communication",tn ,"7, Rue du Brésil",Tunis,1002,Tunis
2089, École de Biologie Industrielle,fr ,32 Bd du port,Cergy,95094,Ile-de-France
2090, École de Management de Normandie,fr ,"30, Rue de Richelieu",Le,76087,Normandy
2091, École de Management du Gabon,ga ,Mindoube 2,Libreville,,Estuaire
2092, École de Recherche Graphique,be ,Rue d'Irlande 57,Saint-Gilles,1060,Brussels
